Timestamp	original	predicted
2015-09-27T21:48:00+00:00	6	5.996492
2015-09-27T21:54:00+00:00	6	7.016215
2015-09-27T22:00:00+00:00	6	5.995634
2015-09-27T22:06:00+00:00	7	7.018358
2015-09-27T22:12:00+00:00	7	5.99676
2015-09-27T22:18:00+00:00	7	5.997304
2015-09-27T22:24:00+00:00	7	5.997165
2015-09-27T22:30:00+00:00	7	5.996751
2015-09-27T22:36:00+00:00	7	5.996715
2015-09-27T22:42:00+00:00	6	5.997231
